"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1976","RT @Barb_Randolph1: <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>  FOR SALE  -  BUY #American #Flag #USA -   https://t.co/lIbwGH052J   - #USA_Flag_4U #Shop_8_9 #MAGA #AmericaFirst @P…",FALSE,0,NA,2017-11-23 20:06:37,FALSE,NA,"933788899347968000",NA,"<a href=""https://github.com/dekuplant?tab=repositories"" rel=""nofollow"">BOT Toby</a>","BOT_TOBY1",1,TRUE,FALSE,NA,NA
"1977","RT @Trumpfan1995: Happy Thanksgiving to everyone, including my fellow #MAGA patriots. Today is a great day to give thanks that Hillary Clin…",FALSE,0,NA,2017-11-23 20:06:37,FALSE,NA,"933788898874023936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Blackdi51264299",94,TRUE,FALSE,NA,NA
"1978","@realDonaldTrump We will make America great again with your help, Mr. President! <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>#MAGA",FALSE,0,"realDonaldTrump",2017-11-23 20:06:35,FALSE,"933662564587855877","933788891810881537","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GDScarminus",0,FALSE,FALSE,NA,NA
"1979","RT @SheriffClarke: America has much to be thankful for. We have been blessed in 2017 with the leadership of @realDonaldTrump. #MAGA
Happy T…",FALSE,0,NA,2017-11-23 20:06:35,FALSE,NA,"933788890565103616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MyinfoFranGARD1",956,TRUE,FALSE,NA,NA
"1980","RT @PastorOmayra: @realDonaldTrump Thanks President Trump #MAGA knows https://t.co/JWYZEGO99s",FALSE,0,NA,2017-11-23 20:06:34,FALSE,NA,"933788888174170112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Skylar7923",2,TRUE,FALSE,NA,NA
"1981","RT @OMGno2trump: Read this #MAGA.  This guy is another one of your Republican fake Christians &amp; blatant liars.  He threatened to prosecute…",FALSE,0,NA,2017-11-23 20:06:33,FALSE,NA,"933788884571389952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DEBRACLINTON",83,TRUE,FALSE,NA,NA
"1982","RT @IvankaTrump: US jobless claims fall as record run persists. #MAGA @realDonaldTrump https://t.co/ouzNJaiPjX",FALSE,0,NA,2017-11-23 20:06:30,FALSE,NA,"933788869157416961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oasisupernova",1844,TRUE,FALSE,NA,NA
"1983","RT @DaShanneStokes: Trump voters may be in for a rude awakening.

https://t.co/XSN3xAjHsp

#resist #trump #maga #trumprussia #muellermonday",FALSE,0,NA,2017-11-23 20:06:29,FALSE,NA,"933788867009892354",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","WhiteCentauress",16,TRUE,FALSE,NA,NA
"1984","RT @mikandynothem: #HappyThanksgiving2017 to our wonderful First Family! @realDonaldTrump @FLOTUS 
#HappyThanksgiving #MAGA 
#ThursdayThoug…",FALSE,0,NA,2017-11-23 20:06:29,FALSE,NA,"933788866762461185",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DeborahLynnekit",608,TRUE,FALSE,NA,NA
"1985","@realDonaldTrump <U+2757><U+FE0F> #TaxCutsandJobsAct Scams Working &amp; Retired Americans
•Your taxes go UP
•Your health care premiu… https://t.co/IGsm29bBUt",FALSE,0,"realDonaldTrump",2017-11-23 20:06:29,TRUE,"931254609041068032","933788865038499840","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jkineman",0,FALSE,FALSE,NA,NA
"1986","RT @Goss30Goss: #MAGA 2A nuts are more thankful for their rt to carry an AR than having a loving family. #gunsense #GunControlNow https://t…",FALSE,0,NA,2017-11-23 20:06:24,FALSE,NA,"933788847409950720",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Lilylive000Lily",25,TRUE,FALSE,NA,NA
"1987","RT @AlwaysActions: #EricBolling: ""Stand up and
show some respect for your
country, or get the hell out""

#MAGA #AmericaFirst <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>
#NeverForg…",FALSE,0,NA,2017-11-23 20:06:24,FALSE,NA,"933788846185213952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RobertLeeBiddy1",5042,TRUE,FALSE,NA,NA
"1988","RT @DonaldJTrumpJr: Too funny not to share I’ve seen this one floating around and couldn’t resist. #maga https://t.co/vXLJJqvZb6",FALSE,0,NA,2017-11-23 20:06:19,FALSE,NA,"933788824982958080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bdog99993",3181,TRUE,FALSE,NA,NA
"1989","RT @MEL2AUSA: Patriots don’t boycott the @NFL out of hate, we boycott because we love America more than anything. #MAGA #BoycottNFL https:/…",FALSE,0,NA,2017-11-23 20:06:18,FALSE,NA,"933788819165286400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sandiedesert",536,TRUE,FALSE,NA,NA
"1990","RT @realshady8kers: ''No one was calling him racist when he wasn't the president'' Mayweather defending Trump #MAGA https://t.co/oNDOMKAxNW",FALSE,0,NA,2017-11-23 20:06:17,FALSE,NA,"933788814627213313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FurterFranklin",3,TRUE,FALSE,NA,NA
"1991","RT @DonaldJTrumpJr: Too funny not to share I’ve seen this one floating around and couldn’t resist. #maga https://t.co/vXLJJqvZb6",FALSE,0,NA,2017-11-23 20:06:16,FALSE,NA,"933788811804454912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bucket415",3181,TRUE,FALSE,NA,NA
"1992","@realDonaldTrump So much to be thankful for! #MAGA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BE><ed><U+00B6><U+0083>",FALSE,0,"realDonaldTrump",2017-11-23 20:06:15,FALSE,"933658521828315136","933788807509487618","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realTylerBruner",0,FALSE,FALSE,NA,NA
"1993","RT @CarmineZozzora: It was even worse than that in the global debt has increased by $40 trillion since as a result.

#MAGA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> https://t.co/…",FALSE,0,NA,2017-11-23 20:06:12,FALSE,NA,"933788793878040577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meathouse60005",5,TRUE,FALSE,NA,NA
"1994","RT @2Chron169: Reasons to be Thankful
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>God
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>Nationalism
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>Economy 
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>Jobs
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>Strong Military 
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>VETS
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>#MAGA
<U+2747><U+FE0F>Hillary is Not President <U+2747><U+FE0F>…",FALSE,0,NA,2017-11-23 20:06:11,FALSE,NA,"933788792812724224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eissolomon11",229,TRUE,FALSE,NA,NA
"1995","RT @mitchellvii: No wonder Democrats hate #MAGA.  If America is great again, they have no one left to blame for personally sucking so hard.",FALSE,0,NA,2017-11-23 20:06:08,FALSE,NA,"933788777042120705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deborah11189",322,TRUE,FALSE,NA,NA
"1996","RT @hamptt1: @cristinalaila1 #Float the idiots right back to where they came from #MacysThanksgivingParade #MAGA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",FALSE,0,NA,2017-11-23 20:06:07,FALSE,NA,"933788774173151232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Andres_station_",1,TRUE,FALSE,NA,NA
"1997","RT @SheriffClarke: America has much to be thankful for. We have been blessed in 2017 with the leadership of @realDonaldTrump. #MAGA
Happy T…",FALSE,0,NA,2017-11-23 20:06:07,FALSE,NA,"933788772721930241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TopDog8762",956,TRUE,FALSE,NA,NA
"1998","RT @mikandynothem: #HappyThanksgiving2017 to our wonderful First Family! @realDonaldTrump @FLOTUS 
#HappyThanksgiving #MAGA 
#ThursdayThoug…",FALSE,0,NA,2017-11-23 20:06:03,FALSE,NA,"933788759296004096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jazz1294u",608,TRUE,FALSE,NA,NA
"1999","RT @PMgeezer: Ultra-Liberal Senate Candidate Doug Jones Attacks President Trump after his Support for Roy Moore (Video)!
@MooreSenate #MAGA…",FALSE,0,NA,2017-11-23 20:06:00,FALSE,NA,"933788747321298944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeahR77",12,TRUE,FALSE,NA,NA
"2000","Many of us are. #MAGA<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>.                        @realDonaldTrump https://t.co/rfUlBNzKv1",FALSE,0,NA,2017-11-23 20:06:00,FALSE,NA,"933788745760944128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LorettaSteddum",0,FALSE,FALSE,NA,NA
"2001","RT @robyns323: Good afternoon #MAGA friends! today I'm ...
Pre-Thanksgiving prep work. Have a blessed day! #ThanksgivingWeek https://t.co/2…",FALSE,0,NA,2017-11-23 20:05:57,FALSE,NA,"933788731886227457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TomTurn87494531",3,TRUE,FALSE,NA,NA
"2002","<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>  FOR SALE  -  BUY #American #Flag #USA -   https://t.co/lIbwGH052J   - #USA_Flag_4U #Shop_8_9 #MAGA… https://t.co/onOYPFs2YS",FALSE,0,NA,2017-11-23 20:05:57,TRUE,NA,"933788730845990912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Barb_Randolph1",1,FALSE,FALSE,NA,NA
"2003","The latest BETWEEN THE HEDGES! https://t.co/eAzMCzWfDY Thanks to @AlRobins2015 @mimisteph63 @mikeyb3102 #uga #maga",FALSE,1,NA,2017-11-23 20:05:54,FALSE,NA,"933788718288261121",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","darryljordan",0,FALSE,FALSE,NA,NA
"2004","RT @INTJutsu: .
UC Riverside student who stole a #MAGA hat off a student's head faces up to a year in jail.

Democrats indoctrinate their b…",FALSE,0,NA,2017-11-23 20:05:52,FALSE,NA,"933788713250967552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TChristopherLee",10,TRUE,FALSE,NA,NA
"2005","@iHeartMiko Ew, that didn't sound very good Miko. #MAGA",FALSE,0,"iHeartMiko",2017-11-23 20:05:50,FALSE,"933719511991242754","933788704350621697","117202457","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","NoFear2LetItRip",0,FALSE,FALSE,NA,NA
"2006","RT @Pink_About_it: I am so thankful Hillary the sore loser is NOT THE PRESIDENT!

Happy thanksgiving! 

#MAGA #Trump2020",FALSE,0,NA,2017-11-23 20:05:49,FALSE,NA,"933788700420472832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JeanneLoberg",19,TRUE,FALSE,NA,NA
"2007","RT @SheriffClarke: America has much to be thankful for. We have been blessed in 2017 with the leadership of @realDonaldTrump. #MAGA
Happy T…",FALSE,0,NA,2017-11-23 20:05:49,FALSE,NA,"933788698923200513",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Billyheger",956,TRUE,FALSE,NA,NA
"2008","RT @IvankaTrump: US jobless claims fall as record run persists. #MAGA @realDonaldTrump https://t.co/ouzNJaiPjX",FALSE,0,NA,2017-11-23 20:05:48,FALSE,NA,"933788695064469504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gondosch_herman",1844,TRUE,FALSE,NA,NA
"2009","RT @RealJack: RETWEET if you’re thankful for the 45th President of the United States of America. #MAGA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> https://t.co/vDdkgDbWVl",FALSE,0,NA,2017-11-23 20:05:47,FALSE,NA,"933788690974957568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWfan4life",276,TRUE,FALSE,NA,NA
"2010","RT @jimlibertarian: I see you now and again on my notifications and I think we should be following each other because the only way to #MAGA…",FALSE,0,NA,2017-11-23 20:05:45,FALSE,NA,"933788683672735745",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","WolfensPride",525,TRUE,FALSE,NA,NA
"2011","I am thankful for @realDonaldTrump . Happy Thanksgiving and God bless. #maga https://t.co/JXi35kSkMP",FALSE,0,NA,2017-11-23 20:05:44,FALSE,NA,"933788678916329473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","359isa",0,FALSE,FALSE,NA,NA
"2012","RT @SheriffClarke: America has much to be thankful for. We have been blessed in 2017 with the leadership of @realDonaldTrump. #MAGA
Happy T…",FALSE,0,NA,2017-11-23 20:05:42,FALSE,NA,"933788668476776449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AstoryTina",956,TRUE,FALSE,NA,NA
"2013","@LMM1952 @Fuctupmind @VivaLaAmesX I've been through Thanksgivings like this too and what I learned is that they are… https://t.co/AlDOxMiXMw",FALSE,3,"LMM1952",2017-11-23 20:05:39,TRUE,"933483116164984832","933788659077271552","2784100399","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vernon1776",1,FALSE,FALSE,NA,NA
"2014","RT @DonaldJTrumpJr: Too funny not to share I’ve seen this one floating around and couldn’t resist. #maga https://t.co/vXLJJqvZb6",FALSE,0,NA,2017-11-23 20:05:39,FALSE,NA,"933788657546289152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmericanTrue7",3181,TRUE,FALSE,NA,NA
"2015","@amh_texas Thank you God bless! Happy Thanksgiving <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BE><ed><U+00B6><U+0083><U+2665><U+FE0F> #MAGA",FALSE,0,"amh_texas",2017-11-23 20:05:38,FALSE,NA,"933788653184274432","28424878","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MadisonRiley84",0,FALSE,FALSE,NA,NA
"2016","RT @REALtrumpbureau: HEY YOU IN CONGRESS! 
@realDonaldTrump REALLY IS THE BOSS! <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>
HE'S YOUR @POTUS FOR 7 MORE YRS (49 IN DOG YRS)
#MAGA
ht…",FALSE,0,NA,2017-11-23 20:05:36,FALSE,NA,"933788645621821440",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","oldyfan2012",1848,TRUE,FALSE,NA,NA
"2017","This was tweeted circa January 2014.

How'd you know He'd win?

Oh That's right...Collusion.

@realDonaldTrump… https://t.co/BXkbcoZQvb",FALSE,0,NA,2017-11-23 20:05:29,TRUE,NA,"933788617054437376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnDoe_997",0,FALSE,FALSE,NA,NA
"2018","RT @realshady8kers: ''No one was calling him racist when he wasn't the president'' Mayweather defending Trump #MAGA https://t.co/oNDOMKAxNW",FALSE,0,NA,2017-11-23 20:05:29,FALSE,NA,"933788615276204032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KickinBrass1",3,TRUE,FALSE,NA,NA
"2019","@Lavarbigballer ... Kid fucked in the ass like stuffed turkey in Chinese jail ... Not thankful got it #MAGA https://t.co/R8d0vrW4I1",FALSE,0,"Lavarbigballer",2017-11-23 20:05:24,FALSE,NA,"933788592471724032","855202659107618816","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","PAfamilyguy",0,FALSE,FALSE,NA,NA
"2020","RT @DonaldJTrumpJr: Too funny not to share I’ve seen this one floating around and couldn’t resist. #maga https://t.co/vXLJJqvZb6",FALSE,0,NA,2017-11-23 20:05:23,FALSE,NA,"933788590726877184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KurtSchingoethe",3181,TRUE,FALSE,NA,NA
"2021","RT @alozrasT: Americans are speaking LOUD and CLEAR! Do you hear us yet @GOP @SenateMajLdr !?

#RoyMoore
#DitchMitch
#MAGA 

Exclusive — An…",FALSE,0,NA,2017-11-23 20:05:23,FALSE,NA,"933788588659093505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeahR77",722,TRUE,FALSE,NA,NA
"2022","RT @WayneDupreeShow: To the #MAGA family, Happy Thanksgiving to all of you. You are special!

Continue to pray for @realDonaldTrump and the…",FALSE,0,NA,2017-11-23 20:05:22,FALSE,NA,"933788586218057728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FLMel69",490,TRUE,FALSE,NA,NA
"2023","RT @DonaldJTrumpJr: Too funny not to share I’ve seen this one floating around and couldn’t resist. #maga https://t.co/vXLJJqvZb6",FALSE,0,NA,2017-11-23 20:05:22,FALSE,NA,"933788583902642176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChrisLaugaland",3181,TRUE,FALSE,NA,NA
"2024","RT @SheriffClarke: America has much to be thankful for. We have been blessed in 2017 with the leadership of @realDonaldTrump. #MAGA
Happy T…",FALSE,0,NA,2017-11-23 20:05:21,FALSE,NA,"933788582308872193",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Kaysexton20",956,TRUE,FALSE,NA,NA
"2025","RT @DonaldJTrumpJr: Too funny not to share I’ve seen this one floating around and couldn’t resist. #maga https://t.co/vXLJJqvZb6",FALSE,0,NA,2017-11-23 20:05:19,FALSE,NA,"933788572976664578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dlrrtx_d19",3181,TRUE,FALSE,NA,NA
"2026","RT @LukeMAGA1: Seeing this last weekend in Hollywood California was the best! #MAGA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> https://t.co/6UOyiHCgtp",FALSE,0,NA,2017-11-23 20:05:18,FALSE,NA,"933788570271322112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jmerrick82yaho1",9,TRUE,FALSE,NA,NA
"2027","RT @mitchellvii: No wonder Democrats hate #MAGA.  If America is great again, they have no one left to blame for personally sucking so hard.",FALSE,0,NA,2017-11-23 20:05:17,FALSE,NA,"933788563711430658",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VickyWillkan",322,TRUE,FALSE,NA,NA
